1	25	63	Francesco BAGNAIA	ITA	Ducati Lenovo Team	Ducati	167.8	41'44.422
2	20	93	Marc MARQUEZ	SPA	Repsol Honda Team	Honda	167.8	+0.673
3	16	36	Joan MIR	SPA	Team SUZUKI ECSTAR	Suzuki	167.5	+3.911
4	13	41	Aleix ESPARGARO	SPA	Aprilia Racing Team Gresini	Aprilia	167.2	+9.269
5	11	43	Jack MILLER	AUS	Ducati Lenovo Team	Ducati	167.0	+11.928
6	10	23	Enea BASTIANINI	ITA	Avintia Esponsorama	Ducati	166.9	+13.757
7	9	33	Brad BINDER	RSA	Red Bull KTM Factory Racing	KTM	166.9	+14.064
8	8	20	Fabio QUARTARARO	FRA	Monster Energy Yamaha MotoGP	Yamaha	166.7	+16.575
9	7	89	Jorge MARTIN	SPA	Pramac Racing	Ducati	166.7	+16.615
10	6	30	Takaaki NAKAGAMI	JPN	LCR Honda IDEMITSU	Honda	166.7	+16.904
11	5	27	Iker LECUONA	SPA	Tech 3 KTM Factory Racing	KTM	166.7	+17.124
12	4	42	Alex RINS	SPA	Team SUZUKI ECSTAR	Suzuki	166.6	+17.710
13	3	44	Pol ESPARGARO	SPA	Repsol Honda Team	Honda	166.5	+19.680
14	2	88	Miguel OLIVEIRA	POR	Red Bull KTM Factory Racing	KTM	166.3	+22.703
15	1	9	Danilo PETRUCCI	ITA	Tech 3 KTM Factory Racing	KTM	166.1	+25.723
16		35	Cal CRUTCHLOW	GBR	Monster Energy Yamaha MotoGP	Yamaha	166.1	+26.413
17		5	Johann ZARCO	FRA	Pramac Racing	Ducati	166.0	+26.620
18		12	Maverick VIÑALES	SPA	Aprilia Racing Team Gresini	Aprilia	166.0	+27.128
19		46	Valentino ROSSI	ITA	Petronas Yamaha SRT	Yamaha	165.7	+32.517
20		10	Luca MARINI	ITA	SKY VR46 Avintia	Ducati	165.2	+39.073
